position,noseX,noseY,neckX,neckY,rshoulderX,rshoulderY,relbowX,relbowY,rwristX,rwristY,lshoulderX,lshoulderY,lelbowX,lelbowY,lwristX,lwristY,midhipX,midhipY,rhipX,rhipY,rkneeX,rkneeY,rankleX,rankleY,lhipX,lhipY,lkneeX,lkneeY,lankleX,lankleY,reyeX,reyeY,leyeX,leyeY
standing,0.40375586854460094,0.8416666666666667,0.36384976525821594,0.7583333333333333,0.32629107981220656,0.7666666666666666,0.31220657276995306,0.6333333333333333,0.3215962441314554,0.5166666666666666,0.39906103286384975,0.7458333333333333,0.4061032863849765,0.6208333333333333,0.42018779342723006,0.5166666666666666,0.3380281690140845,0.5,0.323943661971831,0.3125,0.31690140845070425,0.125,0.3826291079812207,0.4916666666666667,0.37089201877934275,0.30833333333333335,0.3568075117370892,0.14166666666666672,0.39436619718309857,0.8541666666666666,0.40375586854460094,0.8541666666666666,0.3685446009389671,0.8458333333333333
standing,0.5938967136150235,0.8541666666666666,0.6267605633802817,0.7708333333333334,0.6126760563380281,0.7791666666666667,0.5985915492957746,0.6166666666666667,0.5892018779342723,0.48750000000000004,0.6408450704225352,0.7666666666666666,0.6408450704225352,0.6125,0.6173708920187794,0.47916666666666663,0.6103286384976526,0.5041666666666667,0.6150234741784038,0.32499999999999996,0.6150234741784038,0.14583333333333337,0.636150234741784,0.5041666666666667,0.636150234741784,0.32499999999999996,0.6455399061032864,0.1333333333333333,0.596244131455399,0.8666666666666667,0.6032863849765259,0.8666666666666667,0.0,0.0
sitting,0.5018867924528302,0.8049999999999999,0.5132075471698113,0.6975,0.35471698113207545,0.7,0.2490566037735849,0.5375,0.19245283018867926,0.39249999999999996,0.6679245283018868,0.7,0.7245283018867924,0.5625,0.8075471698113208,0.38,0.39622641509433965,0.43999999999999995,0.3018867924528302,0.37,0.3169811320754717,0.11499999999999999,0.5622641509433962,0.44499999999999995,0.6792452830188679,0.38249999999999995,0.6641509433962264,0.10999999999999999,0.4716981132075472,0.825,0.5358490566037736,0.8275,0.44150943396226416,0.81
laying,0.24,0.688622754491018,0.22,0.5868263473053892,0.16,0.5449101796407185,0.128,0.37125748502994016,0.152,0.3293413173652695,0.276,0.6227544910179641,0.396,0.5449101796407185,0.472,0.6167664670658682,0.384,0.34730538922155685,0.568,0.28742514970059885,0.0,0.0,0.432,0.4491017964071856,0.576,0.3652694610778443,0.776,0.28742514970059885,0.22,0.7065868263473054,0.244,0.7125748502994012,0.176,0.6946107784431137
laying,0.516,0.628,0.432,0.5640000000000001,0.332,0.5640000000000001,0.236,0.404,0.184,0.236,0.524,0.56,0.668,0.536,0.644,0.636,0.408,0.30800000000000005,0.0,0.0,0.0,0.0,0.496,0.364,0.672,0.488,0.792,0.28,0.504,0.6599999999999999,0.536,0.644,0.448,0.6719999999999999
standing,0.3927392739273927,0.7854785478547854,0.31683168316831684,0.6963696369636964,0.36633663366336633,0.6996699669966997,0.43234323432343236,0.5775577557755776,0.49834983498349833,0.47854785478547857,0.2607260726072607,0.6996699669966997,0.21782178217821782,0.594059405940594,0.2706270627062706,0.5082508250825082,0.38943894389438943,0.4389438943894389,0.38613861386138615,0.2541254125412541,0.37623762376237624,0.0363036303630363,0.297029702970297,0.4389438943894389,0.34983498349834985,0.2607260726072608,0.33993399339933994,0.05940594059405946,0.38283828382838286,0.7986798679867987,0.0,0.0,0.3564356435643564,0.7887788778877888
standing,0.4067796610169492,0.9113924050632911,0.6016949152542372,0.8132911392405063,0.6864406779661016,0.8164556962025317,0.0,0.0,0.0,0.0,0.5254237288135594,0.8069620253164557,0.559322033898305,0.6455696202531646,0.2627118644067797,0.6582278481012658,0.6694915254237288,0.560126582278481,0.6610169491525424,0.319620253164557,0.7372881355932204,0.11708860759493667,0.5169491525423728,0.5569620253164558,0.4576271186440678,0.32278481012658233,0.4915254237288136,0.10443037974683544,0.0,0.0,0.4322033898305085,0.9240506329113924,0.0,0.0
standing,0.42258064516129035,0.8275862068965517,0.4129032258064516,0.7112068965517242,0.34838709677419355,0.7241379310344828,0.3225806451612903,0.5862068965517242,0.3161290322580645,0.47844827586206895,0.4806451612903226,0.7025862068965517,0.4838709677419355,0.5603448275862069,0.4774193548387097,0.4525862068965517,0.3548387096774194,0.4525862068965517,0.3548387096774194,0.2844827586206896,0.34516129032258064,0.11637931034482762,0.43548387096774194,0.43965517241379315,0.42258064516129035,0.2801724137931034,0.4161290322580645,0.11637931034482762,0.4064516129032258,0.8491379310344828,0.44193548387096776,0.8491379310344828,0.3774193548387097,0.8318965517241379
standing,0.6,0.8275862068965517,0.6064516129032258,0.6982758620689655,0.5387096774193548,0.6982758620689655,0.5225806451612903,0.5689655172413793,0.5225806451612903,0.4482758620689655,0.6709677419354839,0.6982758620689655,0.6870967741935484,0.5732758620689655,0.6903225806451613,0.4525862068965517,0.5645161290322581,0.44396551724137934,0.567741935483871,0.27586206896551724,0.5645161290322581,0.10775862068965514,0.6451612903225806,0.43965517241379315,0.6419354838709678,0.2887931034482759,0.6483870967741936,0.11637931034482762,0.5806451612903226,0.8491379310344828,0.6193548387096774,0.8491379310344828,0.5580645161290323,0.8232758620689655
sitting,0.37333333333333335,0.8266666666666667,0.2577777777777778,0.7466666666666666,0.22666666666666666,0.7288888888888889,0.3377777777777778,0.5333333333333333,0.4177777777777778,0.6444444444444444,0.28444444444444444,0.7644444444444445,0.32,0.6177777777777778,0.37333333333333335,0.6711111111111111,0.28444444444444444,0.4444444444444444,0.6044444444444445,0.36444444444444446,0.6355555555555555,0.12444444444444447,0.32,0.4755555555555555,0.5644444444444444,0.33333333333333337,0.0,0.0,0.37333333333333335,0.8533333333333333,0.0,0.0,0.32,0.88
